experimento,instancia,n,algoritmo,heuristica,peso,estado,profundidad,expandidos,generados,reabiertos,descartados,frontera_max,visitados_max,memoria_max_nodos,rss_max_muestreado_mb,tiempo_cpu_ms,tiempo_pared_ms
2,19,6,astar,H5,,limite_tiempo,,79522,261394,0,111,100346,79522,179868,185.703125,4937.5,5000.040299986722
2,25,6,astar,H5,,limite_tiempo,,82256,264275,0,16,96888,82256,179144,183.6953125,4843.75,5000.143400015077
2,2,6,astar,H5,,limite_tiempo,,89072,289026,0,113,109572,89072,198644,193.8359375,4828.125,5000.06590000703
2,82,6,astar,H5,,limite_tiempo,,76145,248332,0,8,94292,76145,170437,173.0625,4828.125,5000.050500006182
2,35,6,astar,H5,,limite_tiempo,,114142,358357,0,73,126881,114142,241023,211.77734375,4890.625,5000.1027999969665
2,52,6,astar,H5,,limite_tiempo,,88684,297968,0,193,119127,88684,207811,198.390625,4843.75,5000.109499989776
2,31,6,astar,H5,,limite_tiempo,,109641,359420,0,53,137106,109641,246747,213.84375,4921.875,5000.0971000117715
2,75,6,astar,H5,,limite_tiempo,,88780,292073,0,479,111414,88780,200194,194.7265625,4750.0,5000.113000016427
2,12,6,astar,H5,,limite_tiempo,,97912,326349,0,316,126788,97912,224700,205.60546875,4906.25,5000.034500000766
2,42,6,astar,H5,,limite_tiempo,,75814,254013,0,136,100726,75814,176540,193.56640625,4906.25,5118.871099984972
2,50,6,astar,H5,,limite_tiempo,,107621,345037,0,0,127860,107621,235481,208.91015625,4890.625,5000.03480000305
2,51,6,astar,H5,,limite_tiempo,,78092,259520,0,20,99987,78092,178079,182.109375,4843.75,5000.047200010158
2,46,6,astar,H5,,limite_tiempo,,81172,256932,0,30,92076,81172,173248,176.15625,4781.25,5000.25110002025
2,36,6,astar,H5,,limite_tiempo,,71177,244206,0,87,100117,71177,171294,175.35546875,4421.875,5000.323899992509
2,27,6,astar,H5,,limite_tiempo,,48946,165536,0,90,66474,48946,115420,162.25,4687.5,5000.064199994085
2,78,6,astar,H5,,limite_tiempo,,55385,183562,0,22,70983,55385,126368,158.99609375,4625.0,5000.1525999978185
2,65,6,astar,H5,,limite_tiempo,,83940,284823,0,248,114480,83940,198420,193.8046875,4750.0,5000.076299998909
2,41,6,astar,H5,,limite_tiempo,,44245,149616,0,174,59296,44245,103541,169.90625,4687.5,5000.223399983952
2,37,6,astar,H5,,limite_tiempo,,45409,145429,0,0,53357,45409,98766,158.86328125,4593.75,5000.570500007598
2,55,6,astar,H5,,limite_tiempo,,47866,148424,0,115,50700,47866,98566,154.84375,4796.875,5000.15129998792
2,40,6,astar,H5,,limite_tiempo,,54749,171812,0,26,61356,54749,116105,149.0625,4875.0,5000.10539998766
2,10,6,astar,H5,,limite_tiempo,,42564,135853,0,82,49854,42564,92418,138.8359375,4812.5,5000.08979998529
2,5,6,astar,H5,,limite_tiempo,,45143,147295,0,7,55876,45143,101019,142.38671875,4796.875,5000.167999998666
2,94,6,astar,H5,,limite_tiempo,,47260,157330,0,0,62306,47260,109566,146.359375,4796.875,5000.0691000022925
2,97,6,astar,H5,,limite_tiempo,,48075,156185,0,140,58338,48075,106413,144.734375,4765.625,5000.15710000298
2,53,6,astar,H5,,limite_tiempo,,59760,197256,0,0,75621,59760,135381,158.16796875,4828.125,5000.064799998654
2,60,6,astar,H5,,limite_tiempo,,148897,465313,0,60,162442,148897,311339,241.35546875,4921.875,5003.464000008535
2,3,6,astar,H5,,limite_tiempo,,136061,463356,0,229,186643,136061,322704,248.19921875,4953.125,5000.022899999749
